video_id,clip_id,start_frame,end_frame,action,action_idx
P01_31,P01_31_010197_010213,10197,10213,tie tape,116
P01_31,P01_31_010205_010221,10205,10221,tie tape,116
P01_31,P01_31_010213_010229,10213,10229,tie tape,116
P01_31,P01_31_010221_010237,10221,10237,tie tape,116
P01_31,P01_31_010229_010245,10229,10245,tie tape,116
P01_31,P01_31_010237_010253,10237,10253,tie tape,116
P01_31,P01_31_010245_010261,10245,10261,tie tape,116
P01_31,P01_31_010253_010269,10253,10269,tie tape,116
P01_31,P01_31_010261_010277,10261,10277,tie tape,116
P01_31,P01_31_010269_010285,10269,10285,tie tape,116
P01_31,P01_31_010277_010293,10277,10293,tie tape,116
P01_31,P01_31_010285_010301,10285,10301,tie tape,116
P01_31,P01_31_010293_010309,10293,10309,tie tape,116
P01_31,P01_31_010301_010317,10301,10317,tie tape,116
P01_31,P01_31_010309_010325,10309,10325,tie tape,116
P01_31,P01_31_010317_010333,10317,10333,tie tape,116
P01_31,P01_31_010325_010341,10325,10341,tie tape,116
P01_31,P01_31_010333_010349,10333,10349,tie tape,116
P01_31,P01_31_010334_010350,10334,10350,tie tape,116
P01_31,P01_31_010651_010667,10651,10667,thread tape,115
P01_31,P01_31_010659_010675,10659,10675,thread tape,115
P01_31,P01_31_010667_010683,10667,10683,thread tape,115
P01_31,P01_31_010675_010691,10675,10691,thread tape,115
P01_31,P01_31_010683_010699,10683,10699,thread tape,115
P01_31,P01_31_010691_010707,10691,10707,thread tape,115
P01_31,P01_31_010699_010715,10699,10715,thread tape,115
P01_31,P01_31_010707_010723,10707,10723,thread tape,115
P01_31,P01_31_010715_010731,10715,10731,thread tape,115
P01_31,P01_31_010723_010739,10723,10739,thread tape,115
P01_31,P01_31_010731_010747,10731,10747,thread tape,115
P01_31,P01_31_010739_010755,10739,10755,thread tape,115
P01_31,P01_31_010747_010763,10747,10763,thread tape,115
P01_31,P01_31_010755_010771,10755,10771,thread tape,115
P01_31,P01_31_010763_010779,10763,10779,thread tape,115
P01_31,P01_31_010771_010787,10771,10787,thread tape,115
P01_31,P01_31_010779_010795,10779,10795,thread tape,115
P01_31,P01_31_010787_010803,10787,10803,thread tape,115
P01_31,P01_31_010795_010811,10795,10811,thread tape,115
P01_31,P01_31_010803_010819,10803,10819,thread tape,115
P01_31,P01_31_010811_010827,10811,10827,thread tape,115
P01_31,P01_31_010819_010835,10819,10835,thread tape,115
P01_31,P01_31_010827_010843,10827,10843,thread tape,115
P01_31,P01_31_010834_010850,10834,10850,thread tape,115
P01_31,P01_31_010851_010867,10851,10867,secure tube,87
P01_31,P01_31_010859_010875,10859,10875,secure tube,87
P01_31,P01_31_010867_010883,10867,10883,secure tube,87
P01_31,P01_31_010875_010891,10875,10891,secure tube,87
P01_31,P01_31_010883_010899,10883,10899,secure tube,87
P01_31,P01_31_010884_010900,10884,10900,secure tube,87
P01_31,P01_31_010901_010917,10901,10917,tie tape,116
P01_31,P01_31_010909_010925,10909,10925,tie tape,116
P01_31,P01_31_010917_010933,10917,10933,tie tape,116
P01_31,P01_31_010925_010941,10925,10941,tie tape,116
P01_31,P01_31_010933_010949,10933,10949,tie tape,116
P01_31,P01_31_010941_010957,10941,10957,tie tape,116
P01_31,P01_31_010949_010965,10949,10965,tie tape,116
P01_31,P01_31_010957_010973,10957,10973,tie tape,116
P01_31,P01_31_010965_010981,10965,10981,tie tape,116
P01_31,P01_31_010973_010989,10973,10989,tie tape,116
P01_31,P01_31_010981_010997,10981,10997,tie tape,116
P01_31,P01_31_010989_011005,10989,11005,tie tape,116
P01_31,P01_31_010997_011013,10997,11013,tie tape,116
P01_31,P01_31_011005_011021,11005,11021,tie tape,116
P01_31,P01_31_011013_011029,11013,11029,tie tape,116
P01_31,P01_31_011021_011037,11021,11037,tie tape,116
P01_31,P01_31_011029_011045,11029,11045,tie tape,116
P01_31,P01_31_011037_011053,11037,11053,tie tape,116
P01_31,P01_31_011045_011061,11045,11061,tie tape,116
P01_31,P01_31_011053_011069,11053,11069,tie tape,116
P01_31,P01_31_011061_011077,11061,11077,tie tape,116
P01_31,P01_31_011069_011085,11069,11085,tie tape,116
P01_31,P01_31_011077_011093,11077,11093,tie tape,116
P01_31,P01_31_011084_011100,11084,11100,tie tape,116
P01_31,P01_31_011101_011117,11101,11117,tie tape,116
P01_31,P01_31_011109_011125,11109,11125,tie tape,116
P01_31,P01_31_011117_011133,11117,11133,tie tape,116
P01_31,P01_31_011125_011141,11125,11141,tie tape,116
P01_31,P01_31_011133_011149,11133,11149,tie tape,116
P01_31,P01_31_011141_011157,11141,11157,tie tape,116
P01_31,P01_31_011149_011165,11149,11165,tie tape,116
P01_31,P01_31_011157_011173,11157,11173,tie tape,116
P01_31,P01_31_011165_011181,11165,11181,tie tape,116
P01_31,P01_31_011173_011189,11173,11189,tie tape,116
P01_31,P01_31_011181_011197,11181,11197,tie tape,116
P01_31,P01_31_011189_011205,11189,11205,tie tape,116
P01_31,P01_31_011197_011213,11197,11213,tie tape,116
P01_31,P01_31_011205_011221,11205,11221,tie tape,116
P01_31,P01_31_011213_011229,11213,11229,tie tape,116
P01_31,P01_31_011221_011237,11221,11237,tie tape,116
P01_31,P01_31_011229_011245,11229,11245,tie tape,116
P01_31,P01_31_011237_011253,11237,11253,tie tape,116
P01_31,P01_31_011245_011261,11245,11261,tie tape,116
P01_31,P01_31_011253_011269,11253,11269,tie tape,116
P01_31,P01_31_011261_011277,11261,11277,tie tape,116
P01_31,P01_31_011269_011285,11269,11285,tie tape,116
P01_31,P01_31_011277_011293,11277,11293,tie tape,116
P01_31,P01_31_011285_011301,11285,11301,tie tape,116
P01_31,P01_31_011293_011309,11293,11309,tie tape,116
P01_31,P01_31_011301_011317,11301,11317,tie tape,116
P01_31,P01_31_011309_011325,11309,11325,tie tape,116
P01_31,P01_31_011317_011333,11317,11333,tie tape,116
P01_31,P01_31_011325_011341,11325,11341,tie tape,116
P01_31,P01_31_011333_011349,11333,11349,tie tape,116
P01_31,P01_31_011334_011350,11334,11350,tie tape,116
P01_32,P01_32_000251_000267,251,267,palpate landmark,67
P01_32,P01_32_000259_000275,259,275,palpate landmark,67
P01_32,P01_32_000267_000283,267,283,palpate landmark,67
P01_32,P01_32_000275_000291,275,291,palpate landmark,67
P01_32,P01_32_000283_000299,283,299,palpate landmark,67
P01_32,P01_32_000291_000307,291,307,palpate landmark,67
P01_32,P01_32_000299_000315,299,315,palpate landmark,67
P01_32,P01_32_000307_000323,307,323,palpate landmark,67
P01_32,P01_32_000315_000331,315,331,palpate landmark,67
P01_32,P01_32_000323_000339,323,339,palpate landmark,67
P01_32,P01_32_000331_000347,331,347,palpate landmark,67
P01_32,P01_32_000339_000355,339,355,palpate landmark,67
P01_32,P01_32_000347_000363,347,363,palpate landmark,67
P01_32,P01_32_000355_000371,355,371,palpate landmark,67
P01_32,P01_32_000363_000379,363,379,palpate landmark,67
P01_32,P01_32_000371_000387,371,387,palpate landmark,67
P01_32,P01_32_000379_000395,379,395,palpate landmark,67
P01_32,P01_32_000384_000400,384,400,palpate landmark,67
P01_32,P01_32_000401_000417,401,417,take swab,107
P01_32,P01_32_000409_000425,409,425,take swab,107
P01_32,P01_32_000417_000433,417,433,take swab,107
P01_32,P01_32_000425_000441,425,441,take swab,107
P01_32,P01_32_000433_000449,433,449,take swab,107
P01_32,P01_32_000434_000450,434,450,take swab,107
P01_32,P01_32_000451_000467,451,467,prep site,71
P01_32,P01_32_000459_000475,459,475,prep site,71
P01_32,P01_32_000467_000483,467,483,prep site,71
P01_32,P01_32_000475_000491,475,491,prep site,71
P01_32,P01_32_000483_000499,483,499,prep site,71
P01_32,P01_32_000491_000507,491,507,prep site,71
P01_32,P01_32_000499_000515,499,515,prep site,71
P01_32,P01_32_000507_000523,507,523,prep site,71
P01_32,P01_32_000515_000531,515,531,prep site,71
P01_32,P01_32_000523_000539,523,539,prep site,71
P01_32,P01_32_000531_000547,531,547,prep site,71
P01_32,P01_32_000539_000555,539,555,prep site,71
P01_32,P01_32_000547_000563,547,563,prep site,71
P01_32,P01_32_000555_000571,555,571,prep site,71
P01_32,P01_32_000563_000579,563,579,prep site,71
P01_32,P01_32_000571_000587,571,587,prep site,71
P01_32,P01_32_000579_000595,579,595,prep site,71
P01_32,P01_32_000584_000600,584,600,prep site,71
P01_32,P01_32_000601_000617,601,617,drop swab,37
P01_32,P01_32_000609_000625,609,625,drop swab,37
P01_32,P01_32_000617_000633,617,633,drop swab,37
P01_32,P01_32_000625_000641,625,641,drop swab,37
P01_32,P01_32_000633_000649,633,649,drop swab,37
P01_32,P01_32_000634_000650,634,650,drop swab,37
P01_32,P01_32_000651_000667,651,667,take scalpel,104
P01_32,P01_32_000659_000675,659,675,take scalpel,104
P01_32,P01_32_000667_000683,667,683,take scalpel,104
P01_32,P01_32_000675_000691,675,691,take scalpel,104
P01_32,P01_32_000683_000699,683,699,take scalpel,104
P01_32,P01_32_000691_000707,691,707,take scalpel,104
P01_32,P01_32_000699_000715,699,715,take scalpel,104
P01_32,P01_32_000707_000723,707,723,take scalpel,104
P01_32,P01_32_000715_000731,715,731,take scalpel,104
P01_32,P01_32_000723_000739,723,739,take scalpel,104
P01_32,P01_32_000731_000747,731,747,take scalpel,104
P01_32,P01_32_000739_000755,739,755,take scalpel,104
P01_32,P01_32_000747_000763,747,763,take scalpel,104
P01_32,P01_32_000755_000771,755,771,take scalpel,104
P01_32,P01_32_000763_000779,763,779,take scalpel,104
P01_32,P01_32_000771_000787,771,787,take scalpel,104
P01_32,P01_32_000779_000795,779,795,take scalpel,104
P01_32,P01_32_000784_000800,784,800,take scalpel,104
P01_32,P01_32_000801_000817,801,817,take kelly,98
P01_32,P01_32_000809_000825,809,825,take kelly,98
P01_32,P01_32_000817_000833,817,833,take kelly,98
P01_32,P01_32_000825_000841,825,841,take kelly,98
P01_32,P01_32_000833_000849,833,849,take kelly,98
P01_32,P01_32_000834_000850,834,850,take kelly,98
P01_32,P01_32_000851_000867,851,867,drop kelly,31
P01_32,P01_32_000859_000875,859,875,drop kelly,31
P01_32,P01_32_000867_000883,867,883,drop kelly,31
P01_32,P01_32_000875_000891,875,891,drop kelly,31
P01_32,P01_32_000883_000899,883,899,drop kelly,31
P01_32,P01_32_000884_000900,884,900,drop kelly,31
P01_32,P01_32_000851_000867,851,867,palpate landmark,67
P01_32,P01_32_000859_000875,859,875,palpate landmark,67
P01_32,P01_32_000867_000883,867,883,palpate landmark,67
P01_32,P01_32_000875_000891,875,891,palpate landmark,67
P01_32,P01_32_000883_000899,883,899,palpate landmark,67
P01_32,P01_32_000891_000907,891,907,palpate landmark,67
P01_32,P01_32_000899_000915,899,915,palpate landmark,67
P01_32,P01_32_000907_000923,907,923,palpate landmark,67
P01_32,P01_32_000915_000931,915,931,palpate landmark,67
P01_32,P01_32_000923_000939,923,939,palpate landmark,67
P01_32,P01_32_000931_000947,931,947,palpate landmark,67
P01_32,P01_32_000939_000955,939,955,palpate landmark,67
P01_32,P01_32_000947_000963,947,963,palpate landmark,67
P01_32,P01_32_000955_000971,955,971,palpate landmark,67
P01_32,P01_32_000963_000979,963,979,palpate landmark,67
P01_32,P01_32_000971_000987,971,987,palpate landmark,67
P01_32,P01_32_000979_000995,979,995,palpate landmark,67
P01_32,P01_32_000987_001003,987,1003,palpate landmark,67
P01_32,P01_32_000995_001011,995,1011,palpate landmark,67
P01_32,P01_32_001003_001019,1003,1019,palpate landmark,67
P01_32,P01_32_001011_001027,1011,1027,palpate landmark,67
P01_32,P01_32_001019_001035,1019,1035,palpate landmark,67
P01_32,P01_32_001027_001043,1027,1043,palpate landmark,67
P01_32,P01_32_001035_001051,1035,1051,palpate landmark,67
P01_32,P01_32_001043_001059,1043,1059,palpate landmark,67
P01_32,P01_32_001051_001067,1051,1067,palpate landmark,67
P01_32,P01_32_001059_001075,1059,1075,palpate landmark,67
P01_32,P01_32_001067_001083,1067,1083,palpate landmark,67
P01_32,P01_32_001075_001091,1075,1091,palpate landmark,67
P01_32,P01_32_001083_001099,1083,1099,palpate landmark,67
P01_32,P01_32_001091_001107,1091,1107,palpate landmark,67
P01_32,P01_32_001099_001115,1099,1115,palpate landmark,67
P01_32,P01_32_001107_001123,1107,1123,palpate landmark,67
P01_32,P01_32_001115_001131,1115,1131,palpate landmark,67
P01_32,P01_32_001123_001139,1123,1139,palpate landmark,67
P01_32,P01_32_001131_001147,1131,1147,palpate landmark,67
P01_32,P01_32_001139_001155,1139,1155,palpate landmark,67
P01_32,P01_32_001147_001163,1147,1163,palpate landmark,67
P01_32,P01_32_001155_001171,1155,1171,palpate landmark,67
P01_32,P01_32_001163_001179,1163,1179,palpate landmark,67
P01_32,P01_32_001171_001187,1171,1187,palpate landmark,67
P01_32,P01_32_001179_001195,1179,1195,palpate landmark,67
P01_32,P01_32_001187_001203,1187,1203,palpate landmark,67
P01_32,P01_32_001195_001211,1195,1211,palpate landmark,67
P01_32,P01_32_001203_001219,1203,1219,palpate landmark,67
P01_32,P01_32_001211_001227,1211,1227,palpate landmark,67
P01_32,P01_32_001219_001235,1219,1235,palpate landmark,67
P01_32,P01_32_001227_001243,1227,1243,palpate landmark,67
P01_32,P01_32_001234_001250,1234,1250,palpate landmark,67
P01_32,P01_32_001251_001267,1251,1267,incise skin,53
P01_32,P01_32_001259_001275,1259,1275,incise skin,53
P01_32,P01_32_001267_001283,1267,1283,incise skin,53
P01_32,P01_32_001275_001291,1275,1291,incise skin,53
P01_32,P01_32_001283_001299,1283,1299,incise skin,53
P01_32,P01_32_001291_001307,1291,1307,incise skin,53
P01_32,P01_32_001299_001315,1299,1315,incise skin,53
P01_32,P01_32_001307_001323,1307,1323,incise skin,53
P01_32,P01_32_001315_001331,1315,1331,incise skin,53
P01_32,P01_32_001323_001339,1323,1339,incise skin,53
P01_32,P01_32_001331_001347,1331,1347,incise skin,53
P01_32,P01_32_001339_001355,1339,1355,incise skin,53
P01_32,P01_32_001347_001363,1347,1363,incise skin,53
P01_32,P01_32_001355_001371,1355,1371,incise skin,53
P01_32,P01_32_001363_001379,1363,1379,incise skin,53
P01_32,P01_32_001371_001387,1371,1387,incise skin,53
P01_32,P01_32_001379_001395,1379,1395,incise skin,53
P01_32,P01_32_001387_001403,1387,1403,incise skin,53
P01_32,P01_32_001395_001411,1395,1411,incise skin,53
P01_32,P01_32_001403_001419,1403,1419,incise skin,53
P01_32,P01_32_001411_001427,1411,1427,incise skin,53
P01_32,P01_32_001419_001435,1419,1435,incise skin,53
P01_32,P01_32_001427_001443,1427,1443,incise skin,53
P01_32,P01_32_001435_001451,1435,1451,incise skin,53
P01_32,P01_32_001443_001459,1443,1459,incise skin,53
P01_32,P01_32_001451_001467,1451,1467,incise skin,53
P01_32,P01_32_001459_001475,1459,1475,incise skin,53
P01_32,P01_32_001467_001483,1467,1483,incise skin,53
P01_32,P01_32_001475_001491,1475,1491,incise skin,53
P01_32,P01_32_001483_001499,1483,1499,incise skin,53
P01_32,P01_32_001491_001507,1491,1507,incise skin,53
P01_32,P01_32_001499_001515,1499,1515,incise skin,53
P01_32,P01_32_001507_001523,1507,1523,incise skin,53
P01_32,P01_32_001515_001531,1515,1531,incise skin,53
P01_32,P01_32_001523_001539,1523,1539,incise skin,53
P01_32,P01_32_001531_001547,1531,1547,incise skin,53
P01_32,P01_32_001539_001555,1539,1555,incise skin,53
P01_32,P01_32_001547_001563,1547,1563,incise skin,53
P01_32,P01_32_001555_001571,1555,1571,incise skin,53
P01_32,P01_32_001563_001579,1563,1579,incise skin,53
P01_32,P01_32_001571_001587,1571,1587,incise skin,53
P01_32,P01_32_001579_001595,1579,1595,incise skin,53
P01_32,P01_32_001587_001603,1587,1603,incise skin,53
P01_32,P01_32_001595_001611,1595,1611,incise skin,53
P01_32,P01_32_001603_001619,1603,1619,incise skin,53
P01_32,P01_32_001611_001627,1611,1627,incise skin,53
P01_32,P01_32_001619_001635,1619,1635,incise skin,53
P01_32,P01_32_001627_001643,1627,1643,incise skin,53
P01_32,P01_32_001635_001651,1635,1651,incise skin,53
P01_32,P01_32_001643_001659,1643,1659,incise skin,53
P01_32,P01_32_001651_001667,1651,1667,incise skin,53
P01_32,P01_32_001659_001675,1659,1675,incise skin,53
P01_32,P01_32_001667_001683,1667,1683,incise skin,53
P01_32,P01_32_001675_001691,1675,1691,incise skin,53
P01_32,P01_32_001683_001699,1683,1699,incise skin,53
P01_32,P01_32_001691_001707,1691,1707,incise skin,53
P01_32,P01_32_001699_001715,1699,1715,incise skin,53
P01_32,P01_32_001707_001723,1707,1723,incise skin,53
P01_32,P01_32_001715_001731,1715,1731,incise skin,53
P01_32,P01_32_001723_001739,1723,1739,incise skin,53
P01_32,P01_32_001731_001747,1731,1747,incise skin,53
P01_32,P01_32_001734_001750,1734,1750,incise skin,53
P01_32,P01_32_001751_001767,1751,1767,take kelly,98
P01_32,P01_32_001759_001775,1759,1775,take kelly,98
P01_32,P01_32_001767_001783,1767,1783,take kelly,98
P01_32,P01_32_001775_001791,1775,1791,take kelly,98
P01_32,P01_32_001783_001799,1783,1799,take kelly,98
P01_32,P01_32_001784_001800,1784,1800,take kelly,98
P01_32,P01_32_001801_001817,1801,1817,insert kelly,62
P01_32,P01_32_001809_001825,1809,1825,insert kelly,62
P01_32,P01_32_001817_001833,1817,1833,insert kelly,62
P01_32,P01_32_001825_001841,1825,1841,insert kelly,62
P01_32,P01_32_001833_001849,1833,1849,insert kelly,62
P01_32,P01_32_001841_001857,1841,1857,insert kelly,62
P01_32,P01_32_001849_001865,1849,1865,insert kelly,62
P01_32,P01_32_001857_001873,1857,1873,insert kelly,62
P01_32,P01_32_001865_001881,1865,1881,insert kelly,62
P01_32,P01_32_001873_001889,1873,1889,insert kelly,62
P01_32,P01_32_001881_001897,1881,1897,insert kelly,62
P01_32,P01_32_001889_001905,1889,1905,insert kelly,62
P01_32,P01_32_001897_001913,1897,1913,insert kelly,62
P01_32,P01_32_001905_001921,1905,1921,insert kelly,62
P01_32,P01_32_001913_001929,1913,1929,insert kelly,62
P01_32,P01_32_001921_001937,1921,1937,insert kelly,62
P01_32,P01_32_001929_001945,1929,1945,insert kelly,62
P01_32,P01_32_001934_001950,1934,1950,insert kelly,62
P01_32,P01_32_001951_001967,1951,1967,expand kelly,44
P01_32,P01_32_001959_001975,1959,1975,expand kelly,44
P01_32,P01_32_001967_001983,1967,1983,expand kelly,44
P01_32,P01_32_001975_001991,1975,1991,expand kelly,44
P01_32,P01_32_001983_001999,1983,1999,expand kelly,44
P01_32,P01_32_001991_002007,1991,2007,expand kelly,44
P01_32,P01_32_001999_002015,1999,2015,expand kelly,44
P01_32,P01_32_002007_002023,2007,2023,expand kelly,44
P01_32,P01_32_002015_002031,2015,2031,expand kelly,44
P01_32,P01_32_002023_002039,2023,2039,expand kelly,44
P01_32,P01_32_002031_002047,2031,2047,expand kelly,44
P01_32,P01_32_002034_002050,2034,2050,expand kelly,44
P01_32,P01_32_002051_002067,2051,2067,take tube,111
P01_32,P01_32_002059_002075,2059,2075,take tube,111
P01_32,P01_32_002067_002083,2067,2083,take tube,111
P01_32,P01_32_002075_002091,2075,2091,take tube,111
P01_32,P01_32_002083_002099,2083,2099,take tube,111
P01_32,P01_32_002084_002100,2084,2100,take tube,111
P01_32,P01_32_002101_002117,2101,2117,insert finger,60
P01_32,P01_32_002109_002125,2109,2125,insert finger,60
P01_32,P01_32_002117_002133,2117,2133,insert finger,60
P01_32,P01_32_002125_002141,2125,2141,insert finger,60
P01_32,P01_32_002133_002149,2133,2149,insert finger,60
P01_32,P01_32_002134_002150,2134,2150,insert finger,60
P01_32,P01_32_002151_002167,2151,2167,remove kelly,80
P01_32,P01_32_002159_002175,2159,2175,remove kelly,80
P01_32,P01_32_002167_002183,2167,2183,remove kelly,80
P01_32,P01_32_002175_002191,2175,2191,remove kelly,80
P01_32,P01_32_002183_002199,2183,2199,remove kelly,80
P01_32,P01_32_002184_002200,2184,2200,remove kelly,80
P01_32,P01_32_002151_002167,2151,2167,drop kelly,31
P01_32,P01_32_002159_002175,2159,2175,drop kelly,31
P01_32,P01_32_002167_002183,2167,2183,drop kelly,31
P01_32,P01_32_002175_002191,2175,2191,drop kelly,31
P01_32,P01_32_002183_002199,2183,2199,drop kelly,31
P01_32,P01_32_002191_002207,2191,2207,drop kelly,31
P01_32,P01_32_002199_002215,2199,2215,drop kelly,31
P01_32,P01_32_002207_002223,2207,2223,drop kelly,31
P01_32,P01_32_002215_002231,2215,2231,drop kelly,31
P01_32,P01_32_002223_002239,2223,2239,drop kelly,31
P01_32,P01_32_002231_002247,2231,2247,drop kelly,31
P01_32,P01_32_002239_002255,2239,2255,drop kelly,31
P01_32,P01_32_002247_002263,2247,2263,drop kelly,31
P01_32,P01_32_002255_002271,2255,2271,drop kelly,31
P01_32,P01_32_002263_002279,2263,2279,drop kelly,31
P01_32,P01_32_002271_002287,2271,2287,drop kelly,31
P01_32,P01_32_002279_002295,2279,2295,drop kelly,31
P01_32,P01_32_002284_002300,2284,2300,drop kelly,31
P01_32,P01_32_002301_002317,2301,2317,insert tube,64
P01_32,P01_32_002309_002325,2309,2325,insert tube,64
P01_32,P01_32_002317_002333,2317,2333,insert tube,64
P01_32,P01_32_002325_002341,2325,2341,insert tube,64
P01_32,P01_32_002333_002349,2333,2349,insert tube,64
P01_32,P01_32_002341_002357,2341,2357,insert tube,64
P01_32,P01_32_002349_002365,2349,2365,insert tube,64
P01_32,P01_32_002357_002373,2357,2373,insert tube,64
P01_32,P01_32_002365_002381,2365,2381,insert tube,64
P01_32,P01_32_002373_002389,2373,2389,insert tube,64
P01_32,P01_32_002381_002397,2381,2397,insert tube,64
P01_32,P01_32_002384_002400,2384,2400,insert tube,64
P01_32,P01_32_002401_002417,2401,2417,remove finger,78
P01_32,P01_32_002409_002425,2409,2425,remove finger,78
P01_32,P01_32_002417_002433,2417,2433,remove finger,78
P01_32,P01_32_002425_002441,2425,2441,remove finger,78
P01_32,P01_32_002433_002449,2433,2449,remove finger,78
P01_32,P01_32_002434_002450,2434,2450,remove finger,78
P01_41,P01_41_002451_002467,2451,2467,take scalpel,104
P01_41,P01_41_002459_002475,2459,2475,take scalpel,104
P01_41,P01_41_002467_002483,2467,2483,take scalpel,104
P01_41,P01_41_002475_002491,2475,2491,take scalpel,104
P01_41,P01_41_002483_002499,2483,2499,take scalpel,104
P01_41,P01_41_002484_002500,2484,2500,take scalpel,104
P01_41,P01_41_002501_002517,2501,2517,palpate landmark,67
P01_41,P01_41_002509_002525,2509,2525,palpate landmark,67
P01_41,P01_41_002517_002533,2517,2533,palpate landmark,67
P01_41,P01_41_002525_002541,2525,2541,palpate landmark,67
P01_41,P01_41_002533_002549,2533,2549,palpate landmark,67
P01_41,P01_41_002541_002557,2541,2557,palpate landmark,67
P01_41,P01_41_002549_002565,2549,2565,palpate landmark,67
P01_41,P01_41_002557_002573,2557,2573,palpate landmark,67
P01_41,P01_41_002565_002581,2565,2581,palpate landmark,67
P01_41,P01_41_002573_002589,2573,2589,palpate landmark,67
P01_41,P01_41_002581_002597,2581,2597,palpate landmark,67
P01_41,P01_41_002584_002600,2584,2600,palpate landmark,67
P01_41,P01_41_002751_002767,2751,2767,incise skin,53
P01_41,P01_41_002759_002775,2759,2775,incise skin,53
P01_41,P01_41_002767_002783,2767,2783,incise skin,53
P01_41,P01_41_002775_002791,2775,2791,incise skin,53
P01_41,P01_41_002783_002799,2783,2799,incise skin,53
P01_41,P01_41_002784_002800,2784,2800,incise skin,53
P01_41,P01_41_002801_002817,2801,2817,drop scalpel,35
P01_41,P01_41_002809_002825,2809,2825,drop scalpel,35
P01_41,P01_41_002817_002833,2817,2833,drop scalpel,35
P01_41,P01_41_002825_002841,2825,2841,drop scalpel,35
P01_41,P01_41_002833_002849,2833,2849,drop scalpel,35
P01_41,P01_41_002834_002850,2834,2850,drop scalpel,35
P01_41,P01_41_002851_002867,2851,2867,take scalpel,104
P01_41,P01_41_002859_002875,2859,2875,take scalpel,104
P01_41,P01_41_002867_002883,2867,2883,take scalpel,104
P01_41,P01_41_002875_002891,2875,2891,take scalpel,104
P01_41,P01_41_002883_002899,2883,2899,take scalpel,104
P01_41,P01_41_002891_002907,2891,2907,take scalpel,104
P01_41,P01_41_002899_002915,2899,2915,take scalpel,104
P01_41,P01_41_002907_002923,2907,2923,take scalpel,104
P01_41,P01_41_002915_002931,2915,2931,take scalpel,104
P01_41,P01_41_002923_002939,2923,2939,take scalpel,104
P01_41,P01_41_002931_002947,2931,2947,take scalpel,104
P01_41,P01_41_002934_002950,2934,2950,take scalpel,104
P01_41,P01_41_002951_002967,2951,2967,incise membrane,52
P01_41,P01_41_002959_002975,2959,2975,incise membrane,52
P01_41,P01_41_002967_002983,2967,2983,incise membrane,52
P01_41,P01_41_002975_002991,2975,2991,incise membrane,52
P01_41,P01_41_002983_002999,2983,2999,incise membrane,52
P01_41,P01_41_002991_003007,2991,3007,incise membrane,52
P01_41,P01_41_002999_003015,2999,3015,incise membrane,52
P01_41,P01_41_003007_003023,3007,3023,incise membrane,52
P01_41,P01_41_003015_003031,3015,3031,incise membrane,52
P01_41,P01_41_003023_003039,3023,3039,incise membrane,52
P01_41,P01_41_003031_003047,3031,3047,incise membrane,52
P01_41,P01_41_003039_003055,3039,3055,incise membrane,52
P01_41,P01_41_003047_003063,3047,3063,incise membrane,52
P01_41,P01_41_003055_003071,3055,3071,incise membrane,52
P01_41,P01_41_003063_003079,3063,3079,incise membrane,52
P01_41,P01_41_003071_003087,3071,3087,incise membrane,52
P01_41,P01_41_003079_003095,3079,3095,incise membrane,52
P01_41,P01_41_003084_003100,3084,3100,incise membrane,52
P01_41,P01_41_003101_003117,3101,3117,drop scalpel,35
P01_41,P01_41_003109_003125,3109,3125,drop scalpel,35
P01_41,P01_41_003117_003133,3117,3133,drop scalpel,35
P01_41,P01_41_003125_003141,3125,3141,drop scalpel,35
P01_41,P01_41_003133_003149,3133,3149,drop scalpel,35
P01_41,P01_41_003141_003157,3141,3157,drop scalpel,35
P01_41,P01_41_003149_003165,3149,3165,drop scalpel,35
P01_41,P01_41_003157_003173,3157,3173,drop scalpel,35
P01_41,P01_41_003165_003181,3165,3181,drop scalpel,35
P01_41,P01_41_003173_003189,3173,3189,drop scalpel,35
P01_41,P01_41_003181_003197,3181,3197,drop scalpel,35
P01_41,P01_41_003184_003200,3184,3200,drop scalpel,35
P01_41,P01_41_003201_003217,3201,3217,take tube,111
P01_41,P01_41_003209_003225,3209,3225,take tube,111
P01_41,P01_41_003217_003233,3217,3233,take tube,111
P01_41,P01_41_003225_003241,3225,3241,take tube,111
P01_41,P01_41_003233_003249,3233,3249,take tube,111
P01_41,P01_41_003241_003257,3241,3257,take tube,111
P01_41,P01_41_003249_003265,3249,3265,take tube,111
P01_41,P01_41_003257_003273,3257,3273,take tube,111
P01_41,P01_41_003265_003281,3265,3281,take tube,111
P01_41,P01_41_003273_003289,3273,3289,take tube,111
P01_41,P01_41_003281_003297,3281,3297,take tube,111
P01_41,P01_41_003284_003300,3284,3300,take tube,111
P01_41,P01_41_003301_003317,3301,3317,insert tube,64
P01_41,P01_41_003309_003325,3309,3325,insert tube,64
P01_41,P01_41_003317_003333,3317,3333,insert tube,64
P01_41,P01_41_003325_003341,3325,3341,insert tube,64
P01_41,P01_41_003333_003349,3333,3349,insert tube,64
P01_41,P01_41_003341_003357,3341,3357,insert tube,64
P01_41,P01_41_003349_003365,3349,3365,insert tube,64
P01_41,P01_41_003357_003373,3357,3373,insert tube,64
P01_41,P01_41_003365_003381,3365,3381,insert tube,64
P01_41,P01_41_003373_003389,3373,3389,insert tube,64
P01_41,P01_41_003381_003397,3381,3397,insert tube,64
P01_41,P01_41_003389_003405,3389,3405,insert tube,64
